"typeID";"groupID";"typeName";"description";"graphicID";"radius";"mass";"volume";"capacity";"portionSize";"raceID";"basePrice";"published";"marketGroupID";"chanceOfDuplicating"
"216";"85";"Tungsten Charge S";"Consists of two components: a shell of titanium and a core of tungsten atoms suspended in plasma state. Railguns launch the shell directly, while particle blasters pump the plasma into a cyclotron and process the plasma into a bolt that is then fired.";"1315";"1";"0.01";"5.0000000000000001E-3";"0";"100";"";"300";"True";"107";"7.0000000000000007E-2"
"217";"85";"Iridium Charge S";"Consists of two components: a shell of titanium and a core of iridium atoms suspended in plasma state. Railguns launch the shell directly, while particle blasters pump the plasma into a cyclotron and process the plasma into a bolt that is then fired.   ";"1310";"1";"0.01";"5.0000000000000001E-3";"0";"100";"";"400";"True";"107";"7.0000000000000007E-2"
"218";"85";"Lead Charge S";"Consists of two components: a shell of titanium and a core of lead atoms suspended in a plasma state. Railguns launch the shell directly, while particle blasters pump the plasma into a cyclotron and process the plasma into a bolt that is then fired.   ";"1312";"1";"0.01";"5.0000000000000001E-3";"0";"100";"";"500";"True";"107";"7.0000000000000007E-2"
"219";"85";"Thorium Charge S";"Consists of two components: a shell of titanium and a core of thorium atoms suspended in plasma state. Railguns launch the shell directly, while particle blasters pump the plasma into a cyclotron and process the plasma into a bolt that is then fired.   ";"1314";"10";"0.01";"5.0000000000000001E-3";"0";"100";"";"600";"True";"107";"7.0000000000000007E-2"
"220";"85";"Uranium Charge S";"Consists of two components: a shell of titanium and a core of uranium atoms suspended in plasma state. Railguns launch the shell directly, while particle blasters pump the plasma into a cyclotron and process the plasma into a bolt that is then fired.   ";"1316";"1";"0.01";"5.0000000000000001E-3";"0";"100";"";"700";"True";"107";"7.0000000000000007E-2"
"221";"85";"Plutonium Charge S";"Consists of two components: a shell of titanium and a core of plutonium atoms suspended in plasma state. Railguns launch the shell directly, while particle blasters pump the plasma into a cyclotron and process the plasma into a bolt that is then fired.   ";"1313";"1";"0.01";"5.0000000000000001E-3";"0";"100";"";"800";"True";"107";"7.0000000000000007E-2"
"222";"85";"Antimatter Charge S";"Consists of two components: a shell of titanium and a core of antimatter atoms suspended in plasma state. Railguns launch the shell directly, while particle blasters pump the plasma into a cyclotron and process the plasma into a bolt that is then fired.   ";"1047";"1";"0.01";"5.0000000000000001E-3";"0";"100";"";"1000";"True";"107";"7.0000000000000007E-2"
"223";"85";"Iron Charge M";"Consists of two components: a shell of titanium and a core of iron atoms suspended in a plasma state. Railguns launch the shell directly, while particle blasters pump the plasma into a cyclotron and process the plasma into a bolt that is then fired.     ";"1319";"1";"5.0000000000000003E-2";"2.5000000000000001E-2";"0";"100";"";"800";"True";"108";"7.0000000000000007E-2"
"224";"85";"Tungsten Charge M";"Consists of two components: a shell of titanium and a core of tungsten atoms suspended in plasma state. Railguns launch the shell directly, while particle blasters pump the plasma into a cyclotron and process the plasma into a bolt that is then fired.";"1323";"1";"5.0000000000000003E-2";"2.5000000000000001E-2";"0";"100";"";"1100";"True";"108";"7.0000000000000007E-2"
"225";"85";"Iridium Charge M";"Consists of two components: a shell of titanium and a core of iridium atoms suspended in plasma state. Railguns launch the shell directly, while particle blasters pump the plasma into a cyclotron and process the plasma into a bolt that is then fired.   ";"1318";"1";"5.0000000000000003E-2";"2.5000000000000001E-2";"0";"100";"";"1500";"True";"108";"7.0000000000000007E-2"
"226";"85";"Lead Charge M";"Consists of two components: a shell of titanium and a core of lead atoms suspended in a plasma state. Railguns launch the shell directly, while particle blasters pump the plasma into a cyclotron and process the plasma into a bolt that is then fired.   ";"1320";"1";"5.0000000000000003E-2";"2.5000000000000001E-2";"0";"100";"";"1750";"True";"108";"7.0000000000000007E-2"
"227";"85";"Thorium Charge M";"Consists of two components: a shell of titanium and a core of thorium atoms suspended in plasma state. Railguns launch the shell directly, while particle blasters pump the plasma into a cyclotron and process the plasma into a bolt that is then fired.   ";"1322";"1";"5.0000000000000003E-2";"2.5000000000000001E-2";"0";"100";"";"2250";"True";"108";"7.0000000000000007E-2"
"228";"85";"Uranium Charge M";"Consists of two components: a shell of titanium and a core of uranium atoms suspended in plasma state. Railguns launch the shell directly, while particle blasters pump the plasma into a cyclotron and process the plasma into a bolt that is then fired.   ";"1324";"1";"5.0000000000000003E-2";"2.5000000000000001E-2";"0";"100";"";"2750";"True";"108";"7.0000000000000007E-2"
"229";"85";"Plutonium Charge M";"Consists of two components: a shell of titanium and a core of plutonium atoms suspended in plasma state. Railguns launch the shell directly, while particle blasters pump the plasma into a cyclotron and process the plasma into a bolt that is then fired.   ";"1321";"1";"5.0000000000000003E-2";"2.5000000000000001E-2";"0";"100";"";"3250";"True";"108";"7.0000000000000007E-2"
"230";"85";"Antimatter Charge M";"Consists of two components: a shell of titanium and a core of antimatter atoms suspended in plasma state. Railguns launch the shell directly, while particle blasters pump the plasma into a cyclotron and process the plasma into a bolt that is then fired.   ";"1317";"1";"5.0000000000000003E-2";"2.5000000000000001E-2";"0";"100";"";"4000";"True";"108";"7.0000000000000007E-2"
"231";"85";"Iron Charge L";"Consists of two components: a shell of titanium and a core of iron atoms suspended in a plasma state. Railguns launch the shell directly, while particle blasters pump the plasma into a cyclotron and process the plasma into a bolt that is then fired.     ";"1327";"10";"0.10000000000000001";"5.0000000000000003E-2";"0";"100";"";"2000";"True";"106";"7.0000000000000007E-2"
"232";"85";"Tungsten Charge L";"Consists of two components: a shell of titanium and a core of tungsten atoms suspended in plasma state. Railguns launch the shell directly, while particle blasters pump the plasma into a cyclotron and process the plasma into a bolt that is then fired.";"1331";"10";"0.10000000000000001";"5.0000000000000003E-2";"0";"100";"";"3000";"True";"106";"7.0000000000000007E-2"
"233";"85";"Iridium Charge L";"Consists of two components: a shell of titanium and a core of iridium atoms suspended in plasma state. Railguns launch the shell directly, while particle blasters pump the plasma into a cyclotron and process the plasma into a bolt that is then fired.   ";"1326";"10";"0.10000000000000001";"5.0000000000000003E-2";"0";"100";"";"4000";"True";"106";"7.0000000000000007E-2"
"234";"85";"Lead Charge L";"Consists of two components: a shell of titanium and a core of lead atoms suspended in a plasma state. Railguns launch the shell directly, while particle blasters pump the plasma into a cyclotron and process the plasma into a bolt that is then fired.   ";"1328";"10";"0.10000000000000001";"5.0000000000000003E-2";"0";"100";"";"5000";"True";"106";"7.0000000000000007E-2"
"235";"85";"Thorium Charge L";"Consists of two components: a shell of titanium and a core of thorium atoms suspended in plasma state. Railguns launch the shell directly, while particle blasters pump the plasma into a cyclotron and process the plasma into a bolt that is then fired.   ";"1330";"1";"0.10000000000000001";"5.0000000000000003E-2";"0";"100";"";"6000";"True";"106";"7.0000000000000007E-2"
"236";"85";"Uranium Charge L";"Consists of two components: a shell of titanium and a core of uranium atoms suspended in plasma state. Railguns launch the shell directly, while particle blasters pump the plasma into a cyclotron and process the plasma into a bolt that is then fired.   ";"1332";"10";"0.10000000000000001";"5.0000000000000003E-2";"0";"100";"";"7000";"True";"106";"7.0000000000000007E-2"
"237";"85";"Plutonium Charge L";"Consists of two components: a shell of titanium and a core of plutonium atoms suspended in plasma state. Railguns launch the shell directly, while particle blasters pump the plasma into a cyclotron and process the plasma into a bolt that is then fired.   ";"1329";"10";"0.10000000000000001";"5.0000000000000003E-2";"0";"100";"";"8000";"True";"106";"7.0000000000000007E-2"
"238";"85";"Antimatter Charge L";"Consists of two components: a shell of titanium and a core of antimatter atoms suspended in plasma state. Railguns launch the shell directly, while particle blasters pump the plasma into a cyclotron and process the plasma into a bolt that is then fired.   ";"1325";"10";"0.10000000000000001";"5.0000000000000003E-2";"0";"100";"";"10000";"True";"106";"7.0000000000000007E-2"
"239";"86";"Radio S";"Modulates the beam of a laser weapon into the radio frequencies. Greatly improved range. Greatly increased EM damage.";"1145";"1";"1";"1";"0";"1";"";"3000";"True";"102";"7.0000000000000007E-2"
"240";"86";"Microwave S";"Modulates the beam of a laser weapon into the microwave frequencies. Improved range. Increased EM damage.";"1143";"1";"1";"1";"0";"1";"";"2000";"True";"102";"7.0000000000000007E-2"
"241";"86";"Infrared S";"Modulates the beam of a laser weapon into the infrared frequencies. Slightly improved range. Slightly increased EM damage.";"1144";"1";"1";"1";"0";"1";"";"1000";"True";"102";"7.0000000000000007E-2"
"242";"86";"Standard S";"Modulates the beam of a laser weapon into the visible light spectrum. ";"1142";"1";"1";"1";"0";"1";"";"1230";"True";"102";"7.0000000000000007E-2"
"243";"86";"Ultraviolet S";"Modulates the beam of a laser weapon into the ultraviolet frequencies. Slightly reduced range. Slightly increased thermal damage.";"1141";"1";"1";"1";"0";"1";"";"1500";"True";"102";"7.0000000000000007E-2"
"244";"86";"Xray S";"Modulates the beam of a laser weapon into the xray frequencies. Reduced range. Increased thermal damage.";"1140";"1";"1";"1";"0";"1";"";"2500";"True";"102";"7.0000000000000007E-2"
