"regionID";"constellationID";"solarSystemID";"solarSystemName";"x";"y";"z";"xMin";"xMax";"yMin";"yMax";"zMin";"zMax";"luminosity";"border";"fringe";"corridor";"hub";"international";"regional";"constellation";"security";"factionID";"radius";"sunTypeID";"securityClass"
"10000001";"20000002";"30000011";"Shenela";"-6.9575463334855192E+16";"5.7122325440514736E+16";"8.065983520284456E+16";"-6.957563654988464E+16";"-6.9574314401968336E+16";"5.7122244402670992E+16";"5.7122337658314496E+16";"8.0657805639471072E+16";"8.0660396791719664E+16";"0.0138";"True";"False";"True";"False";"False";"False";"True";"0.45695935473540322";"";"1295576124296";"3800";"B1"
"10000001";"20000002";"30000012";"Asabona";"-8.8787078299773152E+16";"5.7530354513983712E+16";"9.6309075103911456E+16";"-8.8791397390007248E+16";"-8.8786201909693376E+16";"5.7530255526273168E+16";"5.7530842192169536E+16";"9.630739063130176E+16";"9.6313541534761088E+16";"0.71130000000000004";"True";"False";"True";"False";"False";"False";"True";"0.32288427245051837";"";"3075451729664";"3799";"B2"
"10000001";"20000002";"30000013";"Onsooh";"-8.1778742628362048E+16";"6.0252693661956888E+16";"8.663542662617672E+16";"-8.1778794870618E+16";"-8.1775151649602784E+16";"6.0252536029999928E+16";"6.0252695963483328E+16";"8.662910736724256E+16";"8.6636044338568864E+16";"0.98440000000000005";"False";"False";"False";"True";"False";"False";"False";"0.44281663288676337";"";"3468485663152";"6";"B2"
"10000001";"20000002";"30000014";"Shamahi";"-7.7750709738421136E+16";"7.1722533435110288E+16";"8.7922010890003856E+16";"-7.7752375313506224E+16";"-7.7748220595916928E+16";"7.1722505254969416E+16";"7.1722575240330384E+16";"8.7919461416316112E+16";"8.7928237639952384E+16";"0.56899999999999995";"True";"False";"False";"True";"False";"False";"True";"0.35524229107594152";"";"4388111818136";"3797";"B2"
"10000001";"20000002";"30000015";"Sendaya";"-7.503588547523984E+16";"4.7720998611999976E+16";"9.51724082940452E+16";"-7.5036302944088848E+16";"-7.5034909947496992E+16";"4.7720939042647112E+16";"4.7721024107019192E+16";"9.5169889007283376E+16";"9.5175559279052944E+16";"8.1040000000000001E-2";"True";"False";"False";"True";"False";"False";"True";"0.29393297209529401";"";"2835135884784";"3798";"B2"
"10000001";"20000002";"30000016";"Nazhgete";"-8.3631155296696928E+16";"6.3723785397160288E+16";"8.9813789948513856E+16";"-8.363155214216E+16";"-8.3628790224378256E+16";"6.3723771871163712E+16";"6.3723864808341896E+16";"8.98136168926928E+16";"8.9816445093531968E+16";"0.01396";"False";"True";"False";"False";"False";"False";"False";"0.39149705568393528";"";"1414100419584";"3800";"B2"
"10000001";"20000003";"30000017";"Futzchag";"-6.409858396852948E+16";"4.127197346556516E+16";"1.0113923037751885E+17";"-6.4100883467061752E+16";"-6.409261751533692E+16";"4.1271618432199816E+16";"4.1272899328770048E+16";"1.0113852228668056E+17";"1.0114306658558659E+17";"0.78710000000000002";"False";"False";"False";"True";"False";"False";"False";"0.17222855976758461";"";"4132975862416";"3801";"B3"
"10000001";"20000003";"30000018";"Kazna";"-7.0142424691246248E+16";"3.8488582153190368E+16";"9.6720410106924368E+16";"-7.0146352582010976E+16";"-7.0141340342553192E+16";"3.8488413727223504E+16";"3.8489192249684328E+16";"9.6717292294777408E+16";"9.6720853302116E+16";"1.5009999999999999";"True";"False";"False";"True";"False";"False";"True";"0.23126262504018849";"";"2506119728892";"3799";"B3"
"10000001";"20000003";"30000019";"Podion";"-5.870985780161632E+16";"2.6044509386392232E+16";"1.0152899515906787E+17";"-5.871036738195912E+16";"-5.870938075675276E+16";"2.6044417015128672E+16";"2.6044595861270284E+16";"1.0152713494369307E+17";"1.0153237586562744E+17";"7.8420000000000004E-2";"False";"True";"False";"False";"False";"False";"False";"0.1097049725986509";"";"2620460967184";"3798";"B3"
"10000001";"20000003";"30000020";"Lilmad";"-7.2855380319923856E+16";"5.2909926114435768E+16";"1.0816527393547989E+17";"-7.285810667609624E+16";"-7.2847571590350256E+16";"5.2908524213109664E+16";"5.2910418067027832E+16";"1.0816442869067026E+17";"1.0817012518910357E+17";"1.1719999999999999";"False";"True";"False";"False";"False";"False";"False";"0.16044919330250021";"";"5267542872992";"3797";"B3"
"10000001";"20000003";"30000021";"Kuharah";"-7.4379810853747824E+16";"3.2538969531086932E+16";"1.0053118849015414E+17";"-7.4384595923121984E+16";"-7.4377722856504944E+16";"3.2538644411469616E+16";"3.2539111294772296E+16";"1.0052964827542894E+17";"1.0054034563373824E+17";"2.5659999999999998";"False";"False";"True";"False";"False";"False";"False";"0.18970528310568119";"";"5348679154648";"9";"B3"
"10000001";"20000003";"30000022";"Jayneleb";"-6.0839427954196584E+16";"3.3031790950289316E+16";"1.0545872610447746E+17";"-6.084658987831288E+16";"-6.0834801964735952E+16";"3.3031148123022572E+16";"3.3032207063566312E+16";"1.0545477342106965E+17";"1.0546244862945214E+17";"0.1426";"False";"False";"True";"False";"False";"False";"False";"0.1138399569959028";"";"5893956788464";"7";"B3"
"10000001";"20000004";"30000023";"Fovihi";"-8.1553344112251152E+16";"5.0451257411607416E+16";"5.1154633880983648E+16";"-8.155471936349088E+16";"-8.1553223632203536E+16";"5.0451104540208784E+16";"5.045127085647108E+16";"5.1150013792930528E+16";"5.1155952361428824E+16";"1.0800000000000001";"True";"False";"False";"True";"False";"False";"True";"0.8693943492210876";"";"2969284249148";"9";"B"
"10000001";"20000004";"30000024";"Kiereend";"-7.7479080911142752E+16";"5.1134179715466936E+16";"4.7885233482498208E+16";"-7.7479736282401536E+16";"-7.7478874101251664E+16";"5.113414711088048E+16";"5.1134283002162792E+16";"4.78846048395632E+16";"4.7887530200825064E+16";"1.9439999999999999E-2";"False";"False";"False";"True";"False";"False";"False";"0.84083454832292936";"";"1462680630932";"7";"B"
"10000001";"20000004";"30000025";"Rashy";"-7.418105877087832E+16";"5.0998790158899712E+16";"4.4291930310919944E+16";"-7.4183273721831248E+16";"-7.4180375768494448E+16";"5.0998574081360176E+16";"5.0998856788276032E+16";"4.4287302661417616E+16";"4.4293392527686824E+16";"0.12759999999999999";"False";"False";"False";"True";"False";"False";"False";"0.80326599410646504";"";"3044933134604";"7";"B"
"10000001";"20000004";"30000026";"Ordize";"-6.6874602332344008E+16";"4.7305539439210576E+16";"4.1604451379855072E+16";"-6.6879408587107944E+16";"-6.687284381104504E+16";"4.7305174233624648E+16";"4.7305673060243952E+16";"4.1600708274942496E+16";"4.1610186873257936E+16";"0.2079";"False";"False";"False";"True";"False";"False";"False";"0.69556417313838725";"";"4739299157720";"3798";"B1"
"10000001";"20000004";"30000027";"Psasa";"-7.2183885785340304E+16";"4.2984409865412608E+16";"4.5081203993618408E+16";"-7.2187475500435312E+16";"-7.2183514569166224E+16";"4.298438240707876E+16";"4.298441271568032E+16";"4.507930493133096E+16";"4.5081426788826656E+16";"0.42009999999999997";"False";"False";"False";"True";"False";"False";"False";"0.74991328878681951";"";"1980465634544";"8";"B1"
"10000001";"20000004";"30000028";"Eshtah";"-7.1223584228661952E+16";"5.0752785941188928E+16";"4.6482687207260968E+16";"-7.122704304886588E+16";"-7.1217009936567512E+16";"5.07514954597456E+16";"5.0753463796186992E+16";"4.648234094358036E+16";"4.6484246018352608E+16";"0.1457";"True";"False";"False";"True";"False";"False";"True";"0.76843263142865104";"";"5016556149184";"7";"B"
"10000001";"20000004";"30000029";"Lachailes";"-6.1418700963258216E+16";"3.9508226756646336E+16";"3.634637513295088E+16";"-6.1420475251585328E+16";"-6.1418700663658216E+16";"3.9508226457046336E+16";"3.9508280978408848E+16";"3.6346248678604032E+16";"3.6347841445811968E+16";"0.1283";"False";"False";"True";"False";"False";"False";"False";"0.57305122679210718";"";"887293963556";"6";"B1"
"10000001";"20000004";"30000030";"Kasrasi";"-5.9932279484657984E+16";"4.3233411197129288E+16";"4.1564724505396568E+16";"-5.9932402213803424E+16";"-5.9930489393074808E+16";"4.3233081024525024E+16";"4.3233433834058712E+16";"4.156271314312156E+16";"4.1565360117674656E+16";"0.16289999999999999";"True";"False";"False";"True";"False";"False";"True";"0.57307567701131235";"";"1323487276548";"6";"B1"
"10000001";"20000005";"30000031";"Mohas";"-8.0931368391397728E+16";"2.6612451671200672E+16";"2.6174170930793528E+16";"-8.093183713955184E+16";"-8.09302140517284E+16";"2.6612382705341424E+16";"2.6612620923956424E+16";"2.6173234348555412E+16";"2.6175801654655892E+16";"1.9560000000000001E-2";"False";"False";"True";"False";"False";"False";"False";"0.68178343820904774";"";"1283653050240";"7";"B1"
"10000001";"20000005";"30000032";"Hasiari";"-8.7895710227609472E+16";"3.9062466382135416E+16";"2.6800575462533416E+16";"-8.7897713531994512E+16";"-8.7894126356762512E+16";"3.9062449183065008E+16";"3.9062488136458248E+16";"2.680045118003764E+16";"2.6802251912518856E+16";"7.8630000000000005E-2";"True";"False";"False";"True";"False";"False";"True";"0.79818761705523678";"";"1793587616000";"3797";"B"
"10000001";"20000005";"30000033";"Radima";"-8.666970944770184E+16";"3.0253891492190176E+16";"2.3109218639605172E+16";"-8.66712254678684E+16";"-8.66638063537756E+16";"3.0253169597607608E+16";"3.0254078146926372E+16";"2.3108674216347196E+16";"2.3111736228151024E+16";"0.49249999999999999";"False";"False";"True";"False";"False";"False";"False";"0.75391995235004972";"";"3709557046400";"3797";"B"
"10000001";"20000005";"30000034";"Alkez";"-8.060564480316384E+16";"3.6589580336539304E+16";"2.2409023277357064E+16";"-8.0609163797927104E+16";"-8.0605329728513504E+16";"3.6589537572663536E+16";"3.6590057945538328E+16";"2.2406313559613724E+16";"2.2409251534718804E+16";"6.2909999999999994E-2";"False";"True";"False";"False";"False";"False";"False";"0.78212290985124178";"";"1917034706800";"7";"B"
"10000001";"20000005";"30000035";"Nimambal";"-7.8972929108395072E+16";"2.202169573376636E+16";"3.0437697744700284E+16";"-7.897413194915104E+16";"-7.8969435655035984E+16";"2.2021057088713292E+16";"2.202191562748364E+16";"3.0436115280282044E+16";"3.0438466710869392E+16";"0.1721";"True";"False";"False";"True";"False";"False";"True";"0.59405057025613828";"";"2348147057528";"6";"B1"
"10000001";"20000005";"30000036";"Yishinoon";"-6.9082798590931976E+16";"1.519464137195262E+16";"2.8780877400953408E+16";"-6.9089533613137568E+16";"-6.9081769766190896E+16";"1.5194614362048134E+16";"1.519481818755187E+16";"2.8780199606184804E+16";"2.8785266289061256E+16";"2.2570000000000001";"False";"False";"True";"False";"False";"False";"False";"0.4247181820393805";"";"3881923473336";"3801";"B2"
"10000001";"20000005";"30000037";"Uplingur";"-6.6223420001742984E+16";"1.6326050663711196E+16";"2.5730407026952496E+16";"-6.6229063366368584E+16";"-6.6223131966336208E+16";"1.6324942400831946E+16";"1.6326107229697102E+16";"2.5722512497311864E+16";"2.5730463503132492E+16";"1.0629999999999999";"True";"False";"True";"False";"True";"True";"True";"0.4220693149316711";"";"3975502910314";"6";"B2"
"10000001";"20000006";"30000038";"Dooz";"-6.2127277592377584E+16";"4.8759951230412048E+16";"7.7061875158752112E+16";"-6.2127754165912936E+16";"-6.212603990699216E+16";"4.8759932220076824E+16";"4.8760000600426128E+16";"7.7060552995571376E+16";"7.7062218978977904E+16";"0.03159";"True";"False";"False";"True";"False";"False";"True";"0.42372885518624909";"";"857129460388";"3798";"B2"
"10000001";"20000006";"30000039";"Bayuka";"-5.9779356765873872E+16";"3.912311895129028E+16";"7.3224273778575456E+16";"-5.9784139792647208E+16";"-5.9777551677311744E+16";"3.9122986693461832E+16";"3.9123471026820736E+16";"7.3221280684357584E+16";"7.322618448153512E+16";"1.5629999999999999";"False";"False";"False";"True";"False";"False";"False";"0.4007220364848294";"";"3294057667732";"10";"B2"
"10000001";"20000006";"30000040";"Uzistoon";"-5.789308429371344E+16";"4.5833021879997752E+16";"7.4838023569004384E+16";"-5.7894315490518512E+16";"-5.7890108516821064E+16";"4.5832982796284648E+16";"4.583311572132344E+16";"7.4836721212821872E+16";"7.4838092429432528E+16";"2.0029999999999999E-2";"False";"False";"False";"True";"False";"False";"False";"0.39064560082219818";"";"2103486848724";"7";"B2"
"10000001";"20000006";"30000041";"Bairshir";"-5.9500536638628784E+16";"3.0602000215019544E+16";"7.0450499247601536E+16";"-5.950061249994316E+16";"-5.9499329578206928E+16";"3.0601911106546596E+16";"3.0602005874279772E+16";"7.0450459239084328E+16";"7.0454679996837056E+16";"0.03449";"False";"False";"True";"False";"False";"False";"False";"0.36408774701497038";"";"2110378876364";"3800";"B2"
"10000001";"20000006";"30000042";"Moh";"-6.2674059167873768E+16";"3.376829020631522E+16";"6.4245757325714752E+16";"-6.2678450637471304E+16";"-6.266855763076856E+16";"3.3767695127164544E+16";"3.376903303667824E+16";"6.4240003985702992E+16";"6.4245758136914752E+16";"4.2160000000000002";"False";"True";"False";"False";"False";"False";"False";"0.47283500393713063";"";"4946503351372";"3796";"B1"
"10000001";"20000006";"30000043";"Sari";"-6.27794236677204E+16";"5.2039434306573576E+16";"8.1846145892347568E+16";"-6.2780160458621952E+16";"-6.2777608923875456E+16";"5.2039433737863584E+16";"5.2039434615873576E+16";"8.1842909351784624E+16";"8.184776215574048E+16";"8.7840000000000001E-2";"True";"False";"False";"True";"False";"False";"True";"0.37934312168866452";"";"2426401977928";"3798";"B2"
"10000001";"20000007";"30000044";"Faspera";"-8.7275787061837664E+16";"2.4422502349262536E+16";"1.0730673938960096E+17";"-8.727621321368096E+16";"-8.727452723750528E+16";"2.4422435839313E+16";"2.4422698965453556E+16";"1.0730616649873819E+17";"1.0730756088361829E+17";"0.1176";"False";"False";"True";"False";"False";"False";"False";"0.12825847580852009";"";"842988087840";"3796";"B3"
"10000001";"20000007";"30000045";"Jaymass";"-8.2887953753333136E+16";"3.2277060913727688E+16";"9.9630396320491888E+16";"-8.2890093949345536E+16";"-8.2883158221344112E+16";"3.227666662681788E+16";"3.2277944147527508E+16";"9.9628146543366944E+16";"9.9630659621489696E+16";"0.40189999999999998";"False";"False";"False";"True";"False";"False";"False";"0.21631133976752229";"";"3467864000712";"6";"B3"
"10000001";"20000007";"30000046";"Mifrata";"-7.8639929616777984E+16";"4.264046011281664E+16";"9.4549571824356256E+16";"-7.8644227851576784E+16";"-7.8639364855674384E+16";"4.2640384997943408E+16";"4.26410317868602E+16";"9.4548178695059136E+16";"9.4552348217108304E+16";"7.1620000000000003E-2";"True";"False";"False";"True";"False";"False";"True";"0.30380299013185541";"";"2431497951200";"8";"B2"
"10000001";"20000007";"30000047";"Majamar";"-7.3381467136228096E+16";"3.3974076985768544E+16";"8.4124835282852208E+16";"-7.338804366375192E+16";"-7.3381323230417056E+16";"3.39740511030636E+16";"3.3975259827072084E+16";"8.4115836722190512E+16";"8.4128499487845744E+16";"2.6739999999999999";"False";"False";"True";"False";"False";"False";"False";"0.36918625765859159";"";"6331382827616";"9";"B2"
"10000001";"20000007";"30000048";"Ihal";"-8.4811359818445376E+16";"4.7168756430761568E+16";"8.4060080477225648E+16";"-8.4819779763485328E+16";"-8.4810632237896128E+16";"4.7168631641478432E+16";"4.7168767219903096E+16";"8.4054345329102384E+16";"8.4063703807274752E+16";"1.2090000000000001";"True";"False";"False";"True";"False";"False";"True";"0.49270124465146298";"";"4679239086184";"3797";"B1"
"10000001";"20000007";"30000049";"Camal";"-8.939306763205624E+16";"4.0323443484050264E+16";"1.0350584122718694E+17";"-8.9394413093218016E+16";"-8.9391207234701456E+16";"4.0323295041231112E+16";"4.0323648749327056E+16";"1.0350547923601411E+17";"1.0350682040180517E+17";"3.3070000000000002E-2";"False";"True";"False";"False";"False";"False";"False";"0.21297688492154171";"";"1602929258280";"3798";"B3"
"10000001";"20000007";"30000050";"Fera";"-7.4299224152638896E+16";"3.9382745820237064E+16";"7.8999332766387168E+16";"-7.4299523844775984E+16";"-7.429878463862488E+16";"3.9382734925162664E+16";"3.9382761801316864E+16";"7.8999332684187168E+16";"7.9000214558299072E+16";"0.01737";"False";"True";"False";"False";"False";"False";"False";"0.47724635353888623";"";"440937055952";"3799";"B1"
"10000001";"20000008";"30000051";"Juddi";"-8.1696029803755216E+16";"4.3312474926582808E+16";"7.1958178282436296E+16";"-8.1698836414232512E+16";"-8.1695412326939536E+16";"4.3312165282671808E+16";"4.3312543050961432E+16";"7.1956331143522208E+16";"7.1963659408042584E+16";"0.3352";"True";"False";"False";"True";"False";"False";"True";"0.64913663860608772";"";"3664132260188";"6";"B1"
"10000001";"20000008";"30000052";"Maspah";"-8.4298169522780304E+16";"4.0933231824812016E+16";"5.7665504477869512E+16";"-8.4301020330997568E+16";"-8.4296383475859856E+16";"4.0932923005174584E+16";"4.0933423310672056E+16";"5.7663249585873992E+16";"5.7666307703166144E+16";"0.27750000000000002";"True";"False";"False";"True";"False";"False";"True";"0.79990097651689851";"";"2318427568856";"3799";"B"
"10000001";"20000008";"30000053";"Ibaria";"-8.5000827583159296E+16";"4.3133101361465056E+16";"6.6861168763407408E+16";"-8.5001595956303936E+16";"-8.5000827504659296E+16";"4.3132987092657624E+16";"4.3133101439965056E+16";"6.6860917786338272E+16";"6.6861300027079224E+16";"1.7819999999999999E-2";"False";"False";"True";"False";"False";"False";"False";"0.73097872248767948";"";"384225822320";"3799";"B1"
"10000001";"20000008";"30000054";"Shala";"-8.5039605426929568E+16";"3.3253850385570632E+16";"5.7833924355980576E+16";"-8.5041571783052528E+16";"-8.5037023415453856E+16";"3.3253473619414616E+16";"3.3254137315552844E+16";"5.78308021561258E+16";"5.7837745662833128E+16";"0.1749";"False";"False";"True";"False";"False";"False";"False";"0.7155637584087694";"";"3471753353664";"3797";"B1"
"10000001";"20000008";"30000055";"Zemalu";"-7.8353005942623264E+16";"3.7708303599870296E+16";"5.8441885318365048E+16";"-7.8353238145774656E+16";"-7.835203382181944E+16";"3.7708270149091752E+16";"3.7708443639362672E+16";"5.8440247619762288E+16";"5.8442797566572616E+16";"0.04283";"False";"False";"True";"False";"False";"False";"False";"0.72515852532331748";"";"1274973405164";"3802";"B1"
"10000001";"20000008";"30000056";"Khankenirdia";"-7.6447984592627104E+16";"4.2323396070787248E+16";"7.1495345478719416E+16";"-7.6450527162085696E+16";"-7.6443964777350928E+16";"4.232313566222076E+16";"4.2323807779278768E+16";"7.1492305371194048E+16";"7.149871721787984E+16";"5.2940000000000001E-2";"False";"True";"False";"False";"False";"False";"False";"0.61359583544655383";"";"3281192367384";"7";"B1"
"10000001";"20000009";"30000057";"Nikh";"-8.5714432605002128E+16";"6.6485180580943152E+16";"6.1024775895002304E+16";"-8.5717070764877232E+16";"-8.5708939278167648E+16";"6.6484350424289856E+16";"6.6485580711435264E+16";"6.101951589660288E+16";"6.1028713131410216E+16";"0.1239";"True";"False";"False";"True";"False";"False";"True";"0.77419846051664687";"";"4598617403668";"7";"B"
"10000001";"20000009";"30000058";"Amphar";"-8.150626040881208E+16";"7.1942058569451888E+16";"6.0077264184929176E+16";"-8.150657480111176E+16";"-8.150405516965016E+16";"7.1942039992215912E+16";"7.1942189774607312E+16";"6.0075146847528016E+16";"6.0077865972822704E+16";"1.2160000000000001E-2";"True";"False";"False";"True";"False";"False";"True";"0.70218699498056547";"";"1359562647344";"3800";"B1"
"10000001";"20000009";"30000059";"Salashayama";"-7.8462144495839664E+16";"7.5721744939315584E+16";"5.3501874200793544E+16";"-7.846251379878856E+16";"-7.8461788922227632E+16";"7.5721676997453104E+16";"7.5721815505618912E+16";"5.3499264600324424E+16";"5.3503218477832568E+16";"1.6160000000000001E-2";"False";"False";"True";"False";"False";"False";"False";"0.66558623139970519";"";"1976938754072";"3800";"B1"
"10000001";"20000009";"30000060";"Janus";"-6.701972313444768E+16";"7.5145506477540288E+16";"5.6751705435097872E+16";"-6.702080644473904E+16";"-6.7015725982405624E+16";"7.5145141127820704E+16";"7.5145605243000112E+16";"5.6751047625921576E+16";"5.6752912957364408E+16";"7.1870000000000003E-2";"False";"False";"False";"True";"False";"False";"False";"0.54557054527490112";"";"2540231166708";"8";"B1"
"10000001";"20000009";"30000061";"Agha";"-8.5529128805122768E+16";"6.858591409281496E+16";"6.4690720392612648E+16";"-8.5529179163155712E+16";"-8.55262926042552E+16";"6.8585765978456952E+16";"6.8585916737503352E+16";"6.4690122574439752E+16";"6.4691969806773752E+16";"0.01005";"False";"True";"False";"False";"False";"False";"False";"0.71878262078988664";"";"1443279450256";"3800";"B1"
"10000001";"20000009";"30000062";"Iosantin";"-6.0426349382586624E+16";"7.5280217078275264E+16";"5.9383802160235896E+16";"-6.0426434609711224E+16";"-6.0424583799533544E+16";"7.5280212978117904E+16";"7.5280302013938464E+16";"5.9383740232553832E+16";"5.9385736656927248E+16";"0.01804";"False";"False";"False";"True";"False";"False";"False";"0.45034335009804849";"";"998212186708";"3800";"B1"
"10000001";"20000009";"30000063";"Orva";"-5.8831333756248456E+16";"6.50717915302942E+16";"5.8535541425382344E+16";"-5.883711315811512E+16";"-5.8830206256882544E+16";"6.5071519567848024E+16";"6.5071844742488504E+16";"5.8535331754139544E+16";"5.8537822179314048E+16";"0.50370000000000004";"False";"False";"False";"True";"False";"False";"False";"0.50994958882777541";"";"3453450616288";"3797";"B1"
"10000001";"20000009";"30000064";"Zet";"-6.1899112908873624E+16";"6.3390250691681096E+16";"5.7778987238062192E+16";"-6.190128971865776E+16";"-6.1897185418720344E+16";"6.3389901266880912E+16";"6.3390648038800376E+16";"5.7777836193887248E+16";"5.7785121393701416E+16";"0.14399999999999999";"True";"False";"False";"True";"False";"False";"True";"0.56969766115256193";"";"3642599907084";"7";"B1"
"10000001";"20000009";"30000065";"Akhrad";"-5.5467810092119792E+16";"7.5041947502068048E+16";"6.5667847016387968E+16";"-5.546824342220732E+16";"-5.5462055555503512E+16";"7.5041723516594992E+16";"7.5041964377703376E+16";"6.5665232625321184E+16";"6.5669439446057432E+16";"0.33479999999999999";"True";"False";"False";"True";"False";"False";"True";"0.35847652475999381";"";"3093933351904";"6";"B2"
"10000001";"20000009";"30000066";"Pirohdim";"-6.6053705321788104E+16";"6.0016694152712512E+16";"6.0830334913800008E+16";"-6.605814615909208E+16";"-6.6050526460405272E+16";"6.0016268634498744E+16";"6.0017285084022488E+16";"6.0821555616788048E+16";"6.0835324498204816E+16";"0.62560000000000004";"False";"False";"True";"False";"False";"False";"False";"0.62869609001191562";"";"6884440708384";"3802";"B1"
"10000001";"20000009";"30000067";"Sharir";"-6.0941548092406936E+16";"7.7995677851633712E+16";"6.56721581177466E+16";"-6.0941811070028296E+16";"-6.0939530306288664E+16";"7.7995661223504544E+16";"7.7995805925191376E+16";"6.5666796126326E+16";"6.5673446138619848E+16";"0.55059999999999998";"False";"False";"True";"False";"False";"False";"False";"0.39684868703507548";"";"3325006146924";"3797";"B2"
"10000001";"20000009";"30000068";"Usroh";"-8.3511864320234064E+16";"7.8631957879831856E+16";"6.3739762008452648E+16";"-8.3514564213295168E+16";"-8.351170972831416E+16";"7.863187169062808E+16";"7.863196281665064E+16";"6.3739393593247064E+16";"6.3740849172333888E+16";"0.02819";"False";"False";"True";"False";"False";"False";"False";"0.59745750809338793";"";"1427242490504";"8";"B1"
"10000001";"20000009";"30000069";"Thiarer";"-6.003825460121836E+16";"5.6960319635112784E+16";"6.1574404562871808E+16";"-6.0038544702883656E+16";"-6.0035683441380808E+16";"5.6960262958222984E+16";"5.6960821917952464E+16";"6.1573138075303224E+16";"6.1575215935533888E+16";"9.0480000000000005E-2";"False";"False";"False";"True";"False";"False";"False";"0.5420327808411376";"";"1430630751424";"3798";"B1"
